what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1480068501729
java.specification.version,sysinfo,,,"1.6",1480068501729
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1480068501729
java.version,sysinfo,,,"1.6.0_23",1480068501729
java.vm.info,sysinfo,,,"mixed mode",1480068501729
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1480068501729
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1480068501729
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1480068501729
java.vm.specification.version,sysinfo,,,"1.0",1480068501729
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1480068501729
java.vm.version,sysinfo,,,"19.0-b09",1480068501729
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480068503600
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480068503671
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480068503672
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1480068503706
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1480068504020
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1480068504149
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480068504666
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480068504666
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1480068506213
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1480068506393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068510537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068550219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1480068550232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068552097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068553935
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1480068553944
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1480068553944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068555262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068556349
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1480068556359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1480068556359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068557987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068574865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1480068574877
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1480068575477
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1480068575544
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1480068575634
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1480068575755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068576979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068585217
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1480068585235
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1480068586612
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1480068586683
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1480068586683
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1480068586685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068586746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068586946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068591069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068671310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068676105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068686741
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480068687343
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480068689600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068690877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068724628
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480068726104
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480068730455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068731909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068734345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068734895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068747435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068749631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068755978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068758471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068783790
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480068790201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068791288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068916195
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480068918735
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480068921783
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480068921862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068924965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068969159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068970357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068978090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068982204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068990545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068991057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068995495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480068997564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069001340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480069024165
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1480069024792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480069032908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480069035028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480069036928
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1480069041295
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480069041378
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480069041435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480069044257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480069045573
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480069047990
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480069048208
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480069048271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480069057294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480069059442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069065461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069067277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480069072529
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069076615
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069076773
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069076943
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069077163
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069077338
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069077466
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069077626
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069077812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480069078153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480069078336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480069078659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480069081644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069083331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069084592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1480069085760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480069089580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480069089725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480069090251
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1480069090840
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1480069091020
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069093074
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069093202
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069093330
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069093468
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069093607
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069093746
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480069094138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480069094891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480069100001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480069105939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069111737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069121053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480069122840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069126177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069129686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480069131401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069132121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069138176
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480069143095
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480069144199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480069160242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069170373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069201107
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480069203887
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480069204117
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480069204182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480069210918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069212315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069852639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480069855075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069856363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480069976797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480069978670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480069984627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480069992021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480069993693
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1480069999428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070005010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480070005645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480070007063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070015708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070018098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480070018801
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480070019989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070024652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480070026030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480070027248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070033423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480070034062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480070035145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070037548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070043244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070045578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480070046295
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480070047240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070050249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480070051097
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480070052014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070054604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480070055499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480070056802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480070059096
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480070068489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070074610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070081558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070085568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070251417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070254736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070271285
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480070285351
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480070285532
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480070285605
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1480070292417
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1480070292746
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1480070292869
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1480070293002
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1480070293178
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1480070293756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480070294896
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480070296781
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480070296782
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480070297487
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480070297679
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480070297741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480070303289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480070304476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070309924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480070311162
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070316063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480070319130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480070322123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070323554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070326279
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480070329410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480070332221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070334186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070335123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070349449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070350954
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480070353158
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480070353366
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480070353432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480070356498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480070357280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070357624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070390989
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480070439115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070446522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070448166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480070450674
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480070453227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480070460348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070466857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480070468452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480070468778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070471683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070483910
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480070487526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480070491556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070498794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480070607606
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480070615849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1480070616568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480070617286
