what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073065460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073068714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073069897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073070352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073071519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480073094935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480073095186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073095865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073096695
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480073102003
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480073102228
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480073102293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480073105736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480073107189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073148163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073165812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480073173095
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480073197037
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480073199766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1480073202165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480073203390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073247376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073266122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073289264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073292668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480073303253
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480073308259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480073311356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480073326289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073327153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073331386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073331418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073394762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480073397747
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480073401184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480073405090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480073410184
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480073411950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480073416512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480073420762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480073420903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480073422434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480073425684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073433653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073438825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480073440013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079588691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079589941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079590019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079590956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079591034
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480079591519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079595331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079598277
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480079598289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079601520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079602724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480079606538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1480079607342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480079608189
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480079609102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480079612336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480079615193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480079616331
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480079617112
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480079617113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480079619632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480079625807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480079626813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1480079628200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480079629655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1480079630728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480079630955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079632506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079667550
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480079675567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079678702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079679665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079680105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079702061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079702078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079708837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079751740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480079884676
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480079887612
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480079891002
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480079911604
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480079911792
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480079916273
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480079916443
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480079916614
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480079916779
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480079916933
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480079917141
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480079917407
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1480079917690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480079918130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480079918342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480079918691
