what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1480934866767
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1480934866767
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1480934866767
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1480934866783
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1480934866798
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1480934866814
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1480934866814
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1480934866829
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1480934866845
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1480934866845
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1480934866861
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1480934866892
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1480934866908
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1480934866908
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1480934866908
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1480934866923
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1480934866939
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1480934866939
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1480934866939
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1480934866939
os,sysinfo,,,"win32",1480934866939
arch,sysinfo,,,"x86",1480934866939
ws,sysinfo,,,"win32",1480934866939
locale,sysinfo,,,"pt_BR",1480934866939
processors,sysinfo,,,"4",1480934866939
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1480934866939
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1480934866939
java.specification.name,sysinfo,,,"Java Platform API Specification",1480934866939
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1480934866939
java.specification.version,sysinfo,,,"1.6",1480934866939
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1480934866939
java.version,sysinfo,,,"1.6.0_23",1480934866939
java.vm.info,sysinfo,,,"mixed mode",1480934866939
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1480934866939
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1480934866939
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1480934866939
java.vm.specification.version,sysinfo,,,"1.0",1480934866939
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1480934866939
java.vm.version,sysinfo,,,"19.0-b09",1480934866939
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1480934867986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480934869270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480934908914
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480934912570
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480934912617
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1480934913148
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1480934913257
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480934916179
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1480934916851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480934920445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480934924039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480934925976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480935118940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480935120971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480935145737
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480935145737
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480935149144
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1480935150769
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1480935150878
